Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,7,22,5,1330,1330,1451,1441,AA,1032,,81,71,,10,0,SJC,LAX,308,,,0,,0,,,,,
1988,4,5,2,1650,1650,1813,1758,UA,334,,83,68,,15,0,MSP,ORD,334,,,0,,0,,,,,
1988,2,24,3,800,800,916,856,CO,1719,,136,116,,20,0,FLL,MSY,673,,,0,,0,,,,,
1988,5,31,2,738,730,829,825,WN,6,,51,55,,4,8,HOU,DAL,239,,,0,,0,,,,,
1988,5,13,5,2041,2030,2217,2130,PI,890,,96,60,,47,11,SYR,LGA,198,,,0,,0,,,,,
1988,5,14,6,1328,1328,1353,1350,DL,664,,85,82,,3,0,ATL,IND,432,,,0,,0,,,,,
1988,9,14,3,1639,1635,1740,1738,US,45,,61,63,,2,4,PHX,ONT,325,,,0,,0,,,,,
1988,3,18,5,656,700,754,755,UA,1593,,58,55,,-1,-4,MRY,LAX,267,,,0,,0,,,,,
1988,4,4,1,2005,2005,2049,2055,AA,959,,44,50,,-6,0,BNA,BHM,177,,,0,,0,,,,,
1988,9,16,5,1655,1657,1827,1831,AA,233,,92,94,,-4,-2,JFK,RDU,426,,,0,,0,,,,,
1988,1,23,6,1106,1050,1209,1140,PI,291,,63,50,,29,16,MCO,MIA,193,,,0,,0,,,,,
1988,5,16,1,2015,2005,2342,2337,AA,672,,147,152,,5,10,DFW,MCO,984,,,0,,0,,,,,
1988,2,19,5,1550,1550,1624,1622,CO,1627,,34,32,,2,0,COS,DEN,72,,,0,,0,,,,,
1988,10,1,6,1220,1215,1434,1445,NW,85,,314,330,,-11,5,LAX,HNL,2556,,,0,,0,,,,,
1988,5,26,4,1900,1855,2114,2108,UA,955,,194,193,,6,5,ORD,SLC,1249,,,0,,0,,,,,
1988,5,16,1,1533,1500,1635,1556,DL,1674,,62,56,,39,33,SAT,DFW,247,,,0,,0,,,,,
1988,4,12,2,1005,1005,1203,1150,HP,1,,118,105,,13,0,PHX,SJC,621,,,0,,0,,,,,
1988,6,25,6,1930,1855,2300,2226,CO,1062,,150,151,,34,35,IAH,FLL,965,,,0,,0,,,,,
1988,1,2,6,657,700,826,824,NW,121,,89,84,,2,-3,ORD,MSP,334,,,0,,0,,,,,
1988,4,16,6,700,700,742,753,AA,998,,42,53,,-11,0,ORD,FWA,157,,,0,,0,,,,,
1988,3,26,6,1025,1020,1055,1045,US,305,,90,85,,10,5,PIT,ORD,412,,,0,,0,,,,,
1988,12,28,3,2017,1759,,1916,TW,873,,,77,,,138,JFK,DCA,213,,,0,,1,,,,,
1988,8,8,1,842,842,933,932,DL,278,,51,50,,1,0,PNS,BTR,236,,,0,,0,,,,,
1988,1,21,4,1346,1345,1703,1645,PI,485,,137,120,,18,1,DFW,DAY,861,,,0,,0,,,,,
1988,8,25,4,1240,1130,1738,1634,NW,8,,178,184,,64,70,SEA,MSP,1399,,,0,,0,,,,,
1988,1,31,7,1225,1215,1345,1335,NW,1173,,80,80,,10,10,MEM,OKC,432,,,0,,0,,,,,
1988,1,25,1,1255,1255,1400,1407,AA,2426,,65,72,,-7,0,SMF,ONT,389,,,0,,0,,,,,
1988,10,28,5,1103,1101,1155,1209,AA,201,,172,188,,-14,2,DFW,ONT,1189,,,0,,0,,,,,
1988,9,30,5,1258,1257,1347,1404,AA,1331,,109,127,,-17,1,PHL,BNA,675,,,0,,0,,,,,
1988,11,27,7,2050,1950,2200,2112,EA,674,,70,82,,48,60,ATL,CMH,446,,,0,,0,,,,,
1988,12,28,3,1715,1715,1841,1848,EA,724,,86,93,,-7,0,SRQ,ATL,445,,,0,,0,,,,,
1988,10,12,3,1634,1635,1746,1748,AA,871,,132,133,,-2,-1,DCA,ORD,612,,,0,,0,,,,,
1988,5,25,3,820,820,940,934,CO,1115,,80,74,,6,0,DCA,CLE,310,,,0,,0,,,,,
1988,6,3,5,1135,1135,1340,1354,CO,140,,125,139,,-14,0,IAH,IND,845,,,0,,0,,,,,
1988,8,3,3,700,700,811,815,AA,518,,71,75,,-4,0,SFO,ONT,363,,,0,,0,,,,,
1988,1,17,7,1018,939,1111,1025,AA,621,,173,166,,46,39,DFW,LAS,1055,,,0,,0,,,,,
1988,12,22,4,1312,1245,1409,1341,DL,1046,,57,56,,28,27,SHV,MOB,351,,,0,,0,,,,,
1988,10,17,1,1555,1555,1625,1625,CO,3008,,30,30,,0,0,HOU,IAH,24,,,0,,0,,,,,
1988,5,25,3,1315,1315,1556,1557,NW,716,,101,102,,-1,0,MSP,DAY,574,,,0,,0,,,,,
1988,6,10,5,628,630,733,725,US,194,,65,55,,8,-2,BUF,EWR,282,,,0,,0,,,,,
1988,9,11,7,2036,2036,2010,2020,DL,894,,34,44,,-10,0,CVG,FWA,136,,,0,,0,,,,,
1988,3,29,2,1037,1040,1122,1122,PI,203,,45,42,,0,-3,CHS,CLT,168,,,0,,0,,,,,
1988,11,2,3,1510,1510,1700,1655,WN,775,,50,45,,5,0,ELP,MAF,246,,,0,,0,,,,,
1988,12,1,4,849,850,1026,1015,UA,1153,,97,85,,11,-1,IAD,SDF,451,,,0,,0,,,,,
1988,4,24,7,1656,1655,1754,1755,PI,903,,58,60,,-1,1,LGA,SYR,198,,,0,,0,,,,,
1988,6,10,5,1136,1135,1343,1336,AA,167,,247,241,,7,1,ORD,LAX,1745,,,0,,0,,,,,
1988,5,1,7,18,29,34,55,DL,361,,16,26,,-21,-11,MIA,FLL,21,,,0,,0,,,,,
1988,4,21,4,2135,2135,2239,2235,DL,1928,,64,60,,4,0,LAX,LAS,236,,,0,,0,,,,,
1988,2,20,6,1448,1445,1600,1608,AA,641,,72,83,,-8,3,ORD,OMA,416,,,0,,0,,,,,
1988,10,28,5,2145,2145,2359,2343,DL,1163,,314,298,,16,0,MCO,LAX,2217,,,0,,0,,,,,
1988,12,21,3,943,945,1155,1205,NW,1650,,72,80,,-10,-2,RAP,MSP,490,,,0,,0,,,,,
1988,8,14,7,1838,1835,2001,2005,US,185,,83,90,,-4,3,BDL,PIT,406,,,0,,0,,,,,
1988,10,4,2,1830,1830,1921,1925,DL,898,,51,55,,-4,0,IAH,DFW,224,,,0,,0,,,,,
1988,10,3,1,1604,1605,2358,2357,TW,8,,294,292,,1,-1,LAX,JFK,2475,,,0,,0,,,,,
1988,4,7,4,1110,1110,1202,1205,UA,328,,112,115,,-3,0,RDU,ORD,647,,,0,,0,,,,,
1988,2,27,6,1400,1400,1606,1607,DL,277,,186,187,,-1,0,DCA,DFW,1192,,,0,,0,,,,,
1988,12,29,4,701,700,812,814,CO,472,,131,134,,-2,1,DEN,LAX,862,,,0,,0,,,,,
1988,5,30,1,1726,1725,2226,2155,AA,230,,240,210,,31,1,DFW,EWR,1372,,,0,,0,,,,,
1988,1,6,3,815,809,1020,1014,EA,101,,125,125,,6,6,PHL,ATL,665,,,0,,0,,,,,
1988,6,24,5,1500,1500,1555,1559,DL,920,,55,59,,-4,0,IAH,DFW,224,,,0,,0,,,,,
1988,10,4,2,1940,1940,2058,2100,WN,950,,78,80,,-2,0,PHX,LAX,370,,,0,,0,,,,,
1988,8,21,7,1931,1931,1955,2015,DL,901,,204,224,,-20,0,ATL,PHX,1587,,,0,,0,,,,,
1988,2,16,2,1230,1230,1335,1335,PA (1),532,,65,65,,0,0,LGA,BOS,185,,,0,,0,,,,,
1988,12,30,5,1030,1030,1315,1310,CO,674,,105,100,,5,0,MSP,CLE,622,,,0,,0,,,,,
1988,8,28,7,653,655,823,830,NW,1025,,90,95,,-7,-2,IND,MSP,503,,,0,,0,,,,,
1988,10,5,3,1741,1741,1947,1944,TW,510,,66,63,,3,0,STL,SDF,254,,,0,,0,,,,,
1988,8,30,2,1511,1511,1637,1645,EA,347,,86,94,,-8,0,PIT,ATL,526,,,0,,0,,,,,
1988,9,11,7,1713,1700,1826,1825,PI,1557,,73,85,,1,13,BOS,BWI,370,,,0,,0,,,,,
1988,3,27,7,930,920,932,940,WN,921,,62,80,,-8,10,PHX,LAX,370,,,0,,0,,,,,
1988,10,24,1,1141,1141,1236,1237,DL,374,,55,56,,-1,0,DFW,IAH,224,,,0,,0,,,,,
1988,10,25,2,1429,1407,1532,1501,AA,938,,63,54,,31,22,RNO,SFO,192,,,0,,0,,,,,
1988,12,29,4,1906,1901,2119,2118,AA,453,,193,197,,1,5,MIA,DFW,1121,,,0,,0,,,,,
1988,11,1,2,1314,1250,1359,1338,DL,864,,45,48,,21,24,BOS,BGR,201,,,0,,0,,,,,
1988,8,19,5,2104,2052,2245,2222,PI,67,,101,90,,23,12,CLT,TPA,508,,,0,,0,,,,,
1988,3,13,7,1704,1700,2233,2245,UA,124,,209,225,,-12,4,LAX,ORD,1745,,,0,,0,,,,,
1988,1,30,6,750,750,902,909,EA,791,,72,79,,-7,0,BOS,PHL,280,,,0,,0,,,,,
1988,5,12,4,1610,1437,1727,1551,DL,1594,,77,74,,96,93,CVG,DCA,411,,,0,,0,,,,,
1988,8,23,2,1728,1730,1913,1924,UA,477,,225,234,,-11,-2,MCO,DEN,1545,,,0,,0,,,,,
1988,9,23,5,655,645,815,756,EA,829,,80,71,,19,10,SLC,DEN,391,,,0,,0,,,,,
1988,5,6,5,1931,1930,2050,2042,AA,660,,79,72,,8,1,SJC,LAX,308,,,0,,0,,,,,
1988,12,27,2,1125,1125,1246,1226,TW,360,,81,61,,20,0,DSM,STL,260,,,0,,0,,,,,
1988,8,26,5,1730,1730,1840,1844,DL,589,,70,74,,-4,0,BOS,PHL,280,,,0,,0,,,,,
1988,7,21,4,2037,1928,2138,2032,DL,937,,61,64,,66,69,LIT,DFW,304,,,0,,0,,,,,
1988,12,18,7,1745,1745,1902,1859,CO,771,,77,74,,3,0,IAD,EWR,213,,,0,,0,,,,,
1988,9,17,6,1040,1040,1248,1245,DL,1238,,68,65,,3,0,MEM,ATL,332,,,0,,0,,,,,
1988,3,1,2,745,745,837,835,WN,734,,52,50,,2,0,HOU,SAT,192,,,0,,0,,,,,
1988,10,19,3,2043,2035,2303,2255,UA,1205,,140,140,,8,8,SEA,LAX,954,,,0,,0,,,,,
1988,6,5,7,945,945,1104,1106,EA,678,,79,81,,-2,0,ATL,CMH,446,,,0,,0,,,,,
1988,11,24,4,855,855,1227,1232,EA,465,,152,157,,-5,0,STL,MIA,1068,,,0,,0,,,,,
1988,8,16,2,817,815,1047,1030,UA,764,,150,135,,17,2,IAH,ORD,925,,,0,,0,,,,,
1988,7,8,5,1826,1748,1828,1801,UA,643,,62,73,,27,38,CVG,ORD,264,,,0,,0,,,,,
1988,2,20,6,1823,1710,1914,1802,EA,664,,51,52,,72,73,MIA,MCO,193,,,0,,0,,,,,
1988,11,2,3,2105,2105,2304,2319,EA,152,,119,134,,-15,0,MCO,JFK,944,,,0,,0,,,,,
1988,9,1,4,2006,2005,2134,2128,PI,166,,88,83,,6,1,DCA,DAY,391,,,0,,0,,,,,
1988,12,7,3,2035,2020,2310,2251,DL,1096,,95,91,,19,15,ABQ,DFW,569,,,0,,0,,,,,
1988,11,10,4,1836,1810,1940,1915,HP,208,,64,65,,25,26,PHX,ABQ,328,,,0,,0,,,,,
1988,8,27,6,750,745,934,933,US,272,,104,108,,1,5,ATL,PHL,665,,,0,,0,,,,,
1988,6,16,4,1453,1450,1542,1534,US,727,,49,44,,8,3,BNA,MEM,200,,,0,,0,,,,,
1988,7,10,7,1432,1435,1757,1746,UA,720,,145,131,,11,-3,SAN,DEN,853,,,0,,0,,,,,
1988,10,12,3,836,828,1023,1006,AA,203,,227,218,,17,8,DFW,SFO,1464,,,0,,0,,,,,
1988,4,9,6,957,1000,1032,1035,PI,705,,35,35,,-3,-3,MIA,EYW,126,,,0,,0,,,,,
1988,4,25,1,1037,1040,1155,1144,NW,973,,78,64,,11,-3,STL,MEM,256,,,0,,0,,,,,
1988,3,30,3,1130,1130,1433,1355,AS,67,,183,145,,38,0,LAX,SEA,954,,,0,,0,,,,,
1988,10,11,2,1944,1835,2218,2113,UA,1012,,94,98,,65,69,SFO,SLC,599,,,0,,0,,,,,
1988,3,26,6,1232,1230,1335,1329,US,922,,63,59,,6,2,BUF,EWR,282,,,0,,0,,,,,
1988,3,24,4,1950,1755,2201,2007,UA,762,,71,72,,114,115,ORD,SDF,286,,,0,,0,,,,,
1988,3,11,5,1425,1425,1417,1425,WN,419,,52,60,,-8,0,DTW,MDW,229,,,0,,0,,,,,
1988,6,8,3,1315,1315,2148,2152,AA,12,,333,337,,-4,0,LAX,BOS,2611,,,0,,0,,,,,
1988,5,23,1,1009,845,1306,1200,CO,403,,357,375,,66,84,EWR,SFO,2565,,,0,,0,,,,,
1988,12,9,5,1305,1305,1612,1607,DL,588,,127,122,,5,0,PHX,DFW,868,,,0,,0,,,,,
1988,4,8,5,750,750,832,823,PI,570,,42,33,,9,0,CAE,CLT,88,,,0,,0,,,,,
1988,1,8,5,1200,1200,1315,1315,PS,1727,,75,75,,0,0,LAX,SFO,337,,,0,,0,,,,,
1988,4,9,6,1834,1835,2038,2056,US,342,,64,81,,-18,-1,ORD,PIT,412,,,0,,0,,,,,
1988,9,26,1,815,815,957,945,AS,62,,102,90,,12,0,ANC,JNU,571,,,0,,0,,,,,
1988,5,31,2,1610,1610,1820,1824,NW,625,,130,134,,-4,0,DFW,MSP,852,,,0,,0,,,,,
1988,9,8,4,1052,1050,1201,1159,PI,220,,69,69,,2,2,ORF,LGA,296,,,0,,0,,,,,
1988,12,3,6,759,800,1242,1253,CO,266,,223,233,,-11,-1,IAH,BOS,1597,,,0,,0,,,,,
1988,8,10,3,855,855,1010,1004,DL,296,,75,69,,6,0,PHL,BOS,280,,,0,,0,,,,,
1988,3,13,7,1254,1220,1418,1354,EA,652,,84,94,,24,34,ATL,IAD,533,,,0,,0,,,,,
1988,12,11,7,1628,1628,1743,1753,EA,618,,75,85,,-10,0,ATL,CMH,446,,,0,,0,,,,,
1988,4,3,7,930,930,1030,1040,CO,843,,60,70,,-10,0,IAH,DFW,224,,,0,,0,,,,,
1988,12,17,6,1325,1315,1509,1505,PA (1),560,,104,110,,4,10,MIA,ATL,595,,,0,,0,,,,,
1988,10,6,4,802,800,1113,1119,UA,274,,131,139,,-6,2,LAX,DEN,862,,,0,,0,,,,,
1988,9,1,4,1344,1335,1451,1428,US,143,,67,53,,23,9,PIT,DAY,215,,,0,,0,,,,,
1988,1,10,7,1854,1855,1937,1942,UA,211,,103,107,,-5,-1,MCI,DEN,533,,,0,,0,,,,,
1988,6,21,2,1350,1350,1505,1511,AA,2417,,75,81,,-6,0,ONT,SMF,389,,,0,,0,,,,,
1988,3,20,7,1300,1300,1455,1452,AA,1027,,115,112,,3,0,BOS,RDU,612,,,0,,0,,,,,
1988,4,28,4,1604,1602,1852,1851,AA,448,,108,109,,1,2,ORD,SYR,607,,,0,,0,,,,,
1988,4,15,5,2132,2125,2224,2225,WN,759,,52,60,,-1,7,STL,MDW,251,,,0,,0,,,,,
1988,7,21,4,1714,1715,2216,2215,AA,332,,182,180,,1,-1,SNA,DFW,1205,,,0,,0,,,,,
1988,8,16,2,1343,1343,1951,1929,TW,446,,248,226,,22,0,SFO,STL,1736,,,0,,0,,,,,
1988,4,13,3,1440,1440,1539,1540,PI,268,,59,60,,-1,0,ATL,CLT,227,,,0,,0,,,,,
1988,1,10,7,2130,2130,2220,2221,EA,763,,50,51,,-1,0,ATL,CAE,191,,,0,,0,,,,,
1988,10,29,6,1037,1037,1529,1550,UA,270,,172,193,,-21,0,DEN,IAD,1452,,,0,,0,,,,,
1988,6,24,5,1135,1135,1400,1418,EA,897,,145,163,,-18,0,LGA,TPA,1011,,,0,,0,,,,,
1988,12,29,4,1430,1430,1448,1452,EA,44,,18,22,,-4,0,FLL,MIA,21,,,0,,0,,,,,
1988,8,18,4,2155,2140,2222,2223,CO,246,,27,43,,-1,15,BTR,LFT,55,,,0,,0,,,,,
1988,2,23,2,2045,2045,2147,2145,DL,701,,62,60,,2,0,ATL,JAX,270,,,0,,0,,,,,
1988,10,11,2,1635,1635,1919,1926,DL,987,,104,111,,-7,0,MCI,ATL,692,,,0,,0,,,,,
1988,11,2,3,800,800,920,927,EA,138,,80,87,,-7,0,DCA,BOS,399,,,0,,0,,,,,
1988,6,18,6,1302,1300,1830,1831,AA,606,,268,271,,-1,2,DFW,SJU,2165,,,0,,0,,,,,
1988,1,9,6,2303,2300,446,434,UA,116,,223,214,,12,3,LAX,ORD,1745,,,0,,0,,,,,
1988,6,19,7,1319,1300,2114,2100,PI,510,,295,300,,14,19,SEA,CLT,2279,,,0,,0,,,,,
1988,12,21,3,657,656,750,759,AA,534,,53,63,,-9,1,DFW,TUL,237,,,0,,0,,,,,
1988,2,15,1,930,930,1022,1024,CO,133,,52,54,,-2,0,IAH,SAT,191,,,0,,0,,,,,
1988,11,5,6,1322,1320,1609,1601,AA,1140,,107,101,,8,2,ORD,SYR,607,,,0,,0,,,,,
1988,3,20,7,2051,2045,2203,2205,AA,1038,,72,80,,-2,6,RDU,PHL,336,,,0,,0,,,,,
1988,6,30,4,1915,1857,2037,2022,EA,1619,,82,85,,15,18,CMH,ATL,446,,,0,,0,,,,,
1988,11,21,1,958,1000,1211,1220,US,430,,133,140,,-9,-2,PBI,PIT,952,,,0,,0,,,,,
1988,10,13,4,559,600,750,802,US,2731,,111,122,,-12,-1,PHX,SFO,651,,,0,,0,,,,,
1988,3,16,3,2034,2035,2041,2053,UA,869,,67,78,,-12,-1,CLE,ORD,316,,,0,,0,,,,,
1988,2,15,1,1246,1243,1555,1522,AA,378,,189,159,,33,3,SAT,ORD,1041,,,0,,0,,,,,
1988,3,15,2,1600,1600,1655,1655,WN,40,,55,55,,0,0,HOU,DAL,239,,,0,,0,,,,,
1988,2,10,3,829,823,917,916,AA,856,,48,53,,1,6,DFW,SHV,190,,,0,,0,,,,,
1988,3,23,3,1054,1045,1149,1145,WN,78,,55,60,,4,9,DAL,LIT,296,,,0,,0,,,,,
1988,3,26,6,1832,1832,1933,1946,AA,315,,61,74,,-13,0,DFW,LBB,282,,,0,,0,,,,,
1988,12,7,3,1400,1400,1631,1614,CO,1093,,211,194,,17,0,DCA,IAH,1208,,,0,,0,,,,,
1988,10,28,5,1251,1251,1355,1354,AA,972,,64,63,,1,0,MAF,DFW,309,,,0,,0,,,,,
1988,5,6,5,1011,950,1151,1115,UA,953,,100,85,,36,21,ORD,FSD,462,,,0,,0,,,,,
1988,11,3,4,2035,2035,2138,2134,DL,923,,63,59,,4,0,HOU,DFW,247,,,0,,0,,,,,
1988,9,26,1,1327,1150,1405,1216,US,591,,158,146,,109,97,ICT,LAS,987,,,0,,0,,,,,
1988,2,14,7,902,900,1028,1032,TW,27,,146,152,,-4,2,MCO,STL,880,,,0,,0,,,,,
1988,8,15,1,2129,2130,2234,2248,AA,1116,,65,78,,-14,-1,SJC,LAX,308,,,0,,0,,,,,
1988,2,19,5,2146,2146,2311,2310,AA,177,,85,84,,1,0,DFW,HRL,461,,,0,,0,,,,,
1988,12,6,2,1333,1332,1438,1432,PI,1688,,65,60,,6,1,SYR,EWR,194,,,0,,0,,,,,
1988,5,8,7,1725,1725,1855,1925,NW,488,,90,120,,-30,0,SAT,MEM,625,,,0,,0,,,,,
1988,6,17,5,2110,2057,2202,2157,PI,852,,52,60,,5,13,BWI,JFK,184,,,0,,0,,,,,
1988,12,28,3,2054,1950,2231,2130,US,718,,97,100,,61,64,IND,LGA,659,,,0,,0,,,,,
1988,4,17,7,1530,1444,1754,1728,EA,697,,144,164,,26,46,PHL,RSW,992,,,0,,0,,,,,
1988,9,20,2,1523,1525,1753,1817,TW,129,,150,172,,-24,-2,LGA,MIA,1097,,,0,,0,,,,,
1988,6,12,7,1151,1150,1500,1519,AA,636,,129,149,,-19,1,DEN,ORD,888,,,0,,0,,,,,
1988,9,10,6,1528,1526,1711,1710,TW,651,,103,104,,1,2,STL,MSY,604,,,0,,0,,,,,
1988,6,12,7,700,700,820,823,EA,358,,80,83,,-3,0,SRQ,ATL,445,,,0,,0,,,,,
1988,8,6,6,1320,1315,1609,1602,NW,1278,,109,107,,7,5,BIL,MSP,748,,,0,,0,,,,,
1988,2,8,1,1024,1015,1331,1312,PI,21,,127,117,,19,9,DFW,DAY,861,,,0,,0,,,,,
1988,7,17,7,1256,1257,1346,1351,AA,690,,50,54,,-5,-1,DFW,OKC,175,,,0,,0,,,,,
1988,9,22,4,1742,1717,2052,2024,AA,222,,130,127,,28,25,DFW,ATL,732,,,0,,0,,,,,
1988,12,29,4,1503,1500,1638,1630,WN,504,,95,90,,8,3,STL,OKC,462,,,0,,0,,,,,
1988,8,19,5,7,2355,728,707,US,602,,261,252,,21,12,LAX,PIT,2136,,,0,,0,,,,,
1988,11,5,6,2050,2050,2222,2216,UA,758,,92,86,,6,0,DTW,BDL,548,,,0,,0,,,,,
1988,12,7,3,1847,1830,2019,1952,DL,254,,92,82,,27,17,RDU,CVG,390,,,0,,0,,,,,
1988,1,31,7,1850,1850,2219,2231,CO,786,,149,161,,-12,0,IAH,DTW,1076,,,0,,0,,,,,
1988,6,1,3,1644,1645,1741,1741,UA,1149,,57,56,,0,-1,IAD,RDU,224,,,0,,0,,,,,
1988,8,18,4,1116,955,1325,1217,UA,545,,129,142,,68,81,ORD,DFW,802,,,0,,0,,,,,
1988,11,17,4,903,845,1108,1032,UA,953,,125,107,,36,18,DEN,PHX,602,,,0,,0,,,,,
1988,11,23,3,1201,1152,1335,1331,PI,1503,,94,99,,4,9,DAY,EWR,533,,,0,,0,,,,,
1988,2,28,7,1507,1510,1620,1618,PI,840,,73,68,,2,-3,BWI,ROC,277,,,0,,0,,,,,
1988,5,14,6,934,920,1117,1101,US,457,,223,221,,16,14,IND,LAS,1591,,,0,,0,,,,,
1988,7,29,5,1800,1800,1910,1902,NW,796,,70,62,,8,0,BTR,MEM,319,,,0,,0,,,,,
1988,9,29,4,1450,1450,1609,1602,US,197,,79,72,,7,0,CLE,LGA,418,,,0,,0,,,,,
1988,9,29,4,2010,2010,2226,2238,PA (1),491,,136,148,,-12,0,DCA,MIA,920,,,0,,0,,,,,
1988,12,1,4,625,625,724,722,TW,353,,59,57,,2,0,BOS,JFK,187,,,0,,0,,,,,
1988,11,17,4,2010,2010,2128,2119,US,351,,78,69,,9,0,LGA,ROC,254,,,0,,0,,,,,
1988,7,24,7,1645,1645,1853,1908,DL,1703,,128,143,,-15,0,LAX,SEA,954,,,0,,0,,,,,
1988,2,11,4,1835,1815,2200,2200,CO,880,,145,165,,0,20,MSY,LGA,1183,,,0,,0,,,,,
1988,7,7,4,1545,1545,1614,1616,DL,475,,29,31,,-2,0,CVG,LEX,70,,,0,,0,,,,,
1988,10,30,7,1305,1305,1528,1550,CO,605,,143,165,,-22,0,TPA,EWR,998,,,0,,0,,,,,
1988,10,5,3,950,950,1132,1134,CO,1295,,162,164,,-2,0,MSY,DEN,1062,,,0,,0,,,,,
1988,5,20,5,1224,1135,1546,1451,UA,320,,142,136,,55,49,ORD,BGR,978,,,0,,0,,,,,
1988,5,17,2,1827,1815,1924,1910,US,437,,57,55,,14,12,ABE,PIT,253,,,0,,0,,,,,
1988,4,4,1,702,700,745,735,DL,580,,43,35,,10,2,SRQ,MCO,104,,,0,,0,,,,,
1988,5,24,2,1459,1500,1610,1612,UA,517,,131,132,,-2,-1,IAH,DEN,861,,,0,,0,,,,,
1988,9,15,4,1749,1730,1929,1910,NW,581,,280,280,,19,19,DTW,SEA,1927,,,0,,0,,,,,
1988,11,1,2,1537,1525,1643,1623,AA,291,,66,58,,20,12,RDU,CHS,217,,,0,,0,,,,,
1988,5,3,2,616,616,656,654,EA,200,,40,38,,2,0,PDX,SEA,129,,,0,,0,,,,,
1988,3,16,3,800,800,1002,1004,EA,836,,122,124,,-2,0,MCO,PHL,861,,,0,,0,,,,,
1988,1,22,5,2326,2326,16,10,DL,431,,50,44,,6,0,DFW,SHV,190,,,0,,0,,,,,
1988,3,9,3,1704,1655,1834,1825,DL,934,,90,90,,9,9,ATL,IAD,533,,,0,,0,,,,,
1988,6,27,1,1019,1020,1234,1304,CO,1278,,135,164,,-30,-1,CLE,SRQ,967,,,0,,0,,,,,
1988,5,20,5,1430,1430,1435,1439,NW,205,,65,69,,-4,0,DTW,ORD,235,,,0,,0,,,,,
1988,5,4,3,908,904,1031,1019,PI,469,,83,75,,12,4,BWI,CLT,361,,,0,,0,,,,,
1988,4,14,4,805,800,928,915,NW,122,,83,75,,13,5,MSP,ORD,334,,,0,,0,,,,,
1988,9,5,1,1752,1740,1952,1950,WN,998,,60,70,,2,12,PHX,ELP,347,,,0,,0,,,,,
1988,12,20,2,1356,1356,1556,1551,TW,579,,120,115,,5,0,STL,DFW,551,,,0,,0,,,,,
1988,9,19,1,1009,1010,1124,1134,US,54,,75,84,,-10,-1,SFO,PSP,421,,,0,,0,,,,,
1988,5,3,2,1330,1328,1515,1508,AA,1023,,105,100,,7,2,OMA,DFW,583,,,0,,0,,,,,
1988,12,11,7,1400,1400,1815,1755,NW,787,,195,175,,20,0,PHX,MSP,1276,,,0,,0,,,,,
1988,9,17,6,1710,1710,1806,1809,UA,635,,116,119,,-3,0,ABE,ORD,654,,,0,,0,,,,,
1988,7,25,1,2206,2206,2150,2150,DL,1131,,44,44,,0,0,ATL,BHM,134,,,0,,0,,,,,
1988,12,5,1,1333,1333,1452,1446,TW,514,,79,73,,6,0,STL,MKE,317,,,0,,0,,,,,
1988,10,9,7,1329,1330,1420,1444,UA,807,,111,134,,-24,-1,EWR,ORD,719,,,0,,0,,,,,
1988,9,10,6,2025,2030,2129,2138,NW,1163,,64,68,,-9,-5,MEM,GPT,324,,,0,,0,,,,,
1988,1,18,1,750,750,922,907,CO,748,,92,77,,15,0,PIT,EWR,319,,,0,,0,,,,,
1988,3,3,4,1250,1250,1319,1333,CO,481,,29,43,,-14,0,DEN,COS,72,,,0,,0,,,,,
1988,7,13,3,1625,1625,1723,1728,DL,1479,,58,63,,-5,0,CPR,SLC,320,,,0,,0,,,,,
1988,4,15,5,1215,1215,1334,1320,AS,42,,79,65,,14,0,BET,ANC,399,,,0,,0,,,,,
1988,4,18,1,1945,1945,2046,2048,PI,818,,61,63,,-2,0,JAX,FLL,318,,,0,,0,,,,,
1988,7,9,6,2040,2040,2115,2116,TW,763,,35,36,,-1,0,SAN,ONT,94,,,0,,0,,,,,
1988,7,9,6,2042,2042,2208,2210,DL,1182,,86,88,,-2,0,ATL,ORF,516,,,0,,0,,,,,
1988,4,1,5,2147,2148,2230,2233,PI,11,,43,45,,-3,-1,BWI,ORF,159,,,0,,0,,,,,
1988,5,15,7,545,545,624,624,DL,1594,,39,39,,0,0,SEA,PDX,129,,,0,,0,,,,,
1988,2,15,1,1303,1234,1550,1520,EA,242,,107,106,,30,29,HOU,ATL,696,,,0,,0,,,,,
1988,3,6,7,1617,1610,1630,1612,NW,482,,73,62,,18,7,DTW,MKE,238,,,0,,0,,,,,
1988,2,7,7,2015,2015,2214,2221,DL,1061,,59,66,,-7,0,JAN,ATL,341,,,0,,0,,,,,
1988,10,5,3,600,600,747,744,DL,556,,47,44,,3,0,BHM,ATL,134,,,0,,0,,,,,
1988,10,1,6,734,725,1510,1459,US,28,,276,274,,11,9,LAX,PIT,2136,,,0,,0,,,,,
1988,1,26,2,2120,2120,,2220,EA,654,,,60,,,0,ATL,RDU,356,,,0,,1,,,,,
1988,4,15,5,2027,2017,2204,2155,DL,1090,,97,98,,9,10,DFW,BHM,597,,,0,,0,,,,,
